Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
303,0,0.05057952497607743,32,0,0.19409178562577828,136640.0544526368,3,0,1,0,1.0
304,0,0.1954119335705058,51,0,0.17183291702034523,70920.23879472716,4,0,0,1,3.0
305,1,0.10550261574768091,25,0,1.0402924819965977,82147.49334014821,5,0,0,0,3.0
306,0,0.36114427677075445,62,0,0.4154454455311755,47615.128678982,3,0,3,0,0.0
307,0,0.09291866425239508,45,0,0.5901575745374893,70689.2723236612,3,0,0,0,1.0
308,1,0.6055831934475765,38,0,0.40880348035954267,173689.50446945374,5,0,0,0,3.0
309,0,0.1398494983276664,25,0,1.0020652680847622,117062.16331782333,3,0,2,0,1.0
310,0,0.15529868406886238,28,0,0.2549509327315746,220305.6948693693,8,0,1,0,1.0
311,0,0.6701884801255736,41,1,0.23854784614881144,162360.83907619596,6,0,0,0,3.0
312,0,0.6720292730761169,64,2,0.08575484228326843,108174.14632068774,2,0,2,0,2.0
313,1,1.9366927114111054,44,0,0.8802709672944942,221718.5335174062,6,0,0,0,1.0
314,0,0.1825269341918204,46,0,0.23719076751958482,108168.58240701162,3,0,0,0,0.0
315,0,0.31616274658276294,46,1,0.14447325345501066,133972.99077528887,4,0,0,0,0.0
316,0,1.029424475581574,70,1,0.8201504192713758,72177.66843304012,2,0,0,0,0.0
317,0,0.24360070016010793,36,0,0.19994123378529116,88132.81338618613,8,0,1,0,2.0
318,0,0.9054357538374842,60,0,0.47642938860395406,57896.77121684539,2,0,0,0,1.0
319,0,0.10102794754014921,37,0,1.0162211094230722,,7,0,0,0,2.0
320,0,0.43987511914430294,33,0,0.2628804703810425,44441.67824310596,3,0,0,0,0.0
321,0,0.5433517674266269,41,0,0.5317056911973238,130652.01429634918,3,0,1,0,1.0
322,0,0.5024691718371187,40,0,0.551590342980608,76507.3365914301,3,1,0,0,2.0
323,1,0.39027079211086085,48,0,0.5109039926963959,161811.26455222254,3,0,0,0,3.0
324,1,0.6199980285364846,21,0,0.30975660297767615,128409.2802609974,3,0,1,0,0.0
325,0,0.7214162792600242,43,0,0.3626531615086698,231273.2952935731,7,0,0,0,0.0
326,1,0.30893709090633165,34,1,0.41554691795070287,126997.93178190273,3,1,1,0,5.0
327,0,0.5578376128655718,33,0,0.32103071613551,35788.355688794494,5,0,1,0,0.0
328,0,0.52771917835453,26,1,0.3184820590852747,81893.56987924303,3,0,1,0,1.0
329,0,0.1572547170822419,37,0,1.4041175167248046,44595.84820374193,0,0,0,0,4.0
330,0,1.1457305428548852,35,0,0.16471472868940462,63891.78594865822,4,0,1,0,1.0
331,0,0.1420594283148144,36,0,0.37733400201728723,195082.07341454734,7,0,0,0,2.0
332,1,0.6910907586866868,22,0,0.7947929629219856,120649.33943588618,9,0,0,0,0.0
333,0,0.10587176304430385,43,0,0.10298961481457597,57848.81591864137,6,0,0,0,2.0
334,0,0.2085838381643125,32,0,0.864415495337766,48652.352811934055,2,0,1,1,4.0
335,0,0.02002723087092156,22,1,0.6658363299215925,86511.28536712869,6,0,1,0,1.0
336,0,0.09839013905026264,35,0,0.4483020104569032,43516.34605363689,4,0,0,0,3.0
337,0,0.2139827202099867,32,1,0.6392324765146675,58739.802791311355,1,0,1,0,0.0
338,0,0.2806038348962688,42,0,0.2394412383602292,100871.75225868438,4,0,1,0,3.0
339,0,0.5380533546103512,35,0,0.6876570628053084,160399.3015307594,3,0,1,2,4.0
340,0,0.11822771688755225,24,0,0.416146663968863,118755.11678963821,4,0,0,0,3.0
341,0,0.13798596401749139,31,0,0.5989280553285173,25000.0,6,0,1,0,0.0
342,1,0.5310436337776865,21,0,0.5582171413321614,100448.62693056626,5,0,0,0,2.0
343,0,0.28872913526760574,55,0,0.48284758061710614,88399.22355546289,5,0,0,0,0.0
344,0,0.211308984749949,57,0,0.5504683136226078,106685.40653634218,4,0,0,0,0.0
345,0,0.13168254602699261,59,0,0.09918459949340257,206677.59064339902,0,0,1,1,0.0
346,0,0.07781013602454638,34,1,0.14095235176226667,27315.755732581005,2,1,0,0,
347,0,0.8258307119263238,57,0,0.26025603266488906,61383.301594462304,4,0,2,0,1.0
348,0,0.14747546237073997,46,2,0.39893335383297024,117594.60970288477,7,0,1,0,2.0
349,1,0.29841953481386335,32,0,0.9703083183664796,35600.789027927196,2,0,1,0,0.0
350,0,0.22053610574611882,34,1,1.9368493591815994,191333.25484761936,4,0,1,0,0.0
351,1,0.7929977286795192,39,0,0.21274227751014002,104046.80625128662,3,1,1,0,1.0
352,1,0.22580447402087397,43,0,0.5200333750371834,135350.25678239588,3,0,0,0,1.0
353,0,0.5369665101389304,46,0,0.19032866909465926,62067.69890635714,7,0,1,0,1.0
354,1,0.4022351442022146,41,0,0.5579764157853321,132928.9467492387,6,1,2,0,1.0
355,1,0.20255966890475108,37,0,1.0750170965894463,152918.34357702656,2,0,0,0,4.0
356,0,0.049590953463152315,58,1,0.3662511793735631,96575.74590384866,3,0,0,0,1.0
357,1,0.43197489675402767,40,1,0.6587017190700691,96656.66969363841,2,1,0,0,1.0
358,1,0.08567791407379152,39,0,0.25682219796738814,,7,0,0,0,
359,0,0.22195308396127503,39,0,0.12024793183281857,52847.20500097849,7,0,2,1,1.0
360,0,0.8440931861134698,40,0,0.6137529831968722,78343.57384639939,5,0,0,0,0.0
361,0,0.3108797585618079,25,0,0.2496290852477256,78128.68915838956,7,0,1,0,
362,1,0.5268536101413656,29,2,1.5259990487472574,,4,0,1,0,2.0
363,0,0.20623421254213886,71,1,0.2850755340202371,147252.3905181397,6,0,0,0,0.0
364,1,0.9592475834735303,22,0,0.2058761243428707,47467.718806421944,5,0,0,0,2.0
365,1,0.8478843037536192,45,1,0.4034521533447742,79319.95642878245,1,0,0,0,0.0
366,0,0.21064373358971525,46,0,1.0118935629263557,191913.60028458905,5,0,1,0,2.0
367,0,0.12038244002944926,54,1,0.6044142309291822,56445.253012877365,10,0,1,0,1.0
368,1,0.12338332531643018,46,0,0.975639893465486,,7,0,0,2,2.0
369,0,0.24582364075839758,64,3,0.16806649589785852,94965.44860250223,5,0,0,0,0.0
370,1,0.34354947334206004,44,1,0.6979432269659263,135186.6715832056,9,0,0,0,4.0
371,0,0.18951707145420812,58,0,0.6845031816753774,,6,0,0,0,2.0
372,0,0.5276574516601436,54,0,0.27726409687984255,176473.90982493767,4,0,0,1,2.0
373,0,0.5452946077254148,60,0,0.24896279375747646,,2,0,0,0,3.0
374,1,1.8478912490754946,42,0,0.25771131592801855,,4,0,2,0,
375,0,1.096014475356365,46,0,2.00600938849772,115239.06500748552,4,0,1,0,0.0
376,0,0.2501217340869648,37,0,0.4894091450146006,305654.0559209473,3,0,2,1,0.0
377,1,0.15483796946631723,43,0,1.2270029992439104,75899.17328196486,4,0,1,2,0.0
378,0,0.44683430390046636,44,0,0.4309273522629987,28227.804302805205,6,0,0,0,0.0
379,0,0.012595175486431825,21,1,0.366739021053643,205323.05562786682,6,0,0,0,4.0
380,1,0.3139449418948594,40,0,0.5739120396018249,66056.47341688932,5,0,0,0,1.0
381,0,0.09224143292199699,52,0,2.0911495307055517,90159.37750820776,3,0,1,0,0.0
382,0,0.8647760808420271,25,0,0.283223746598367,174599.99201827493,5,0,0,0,2.0
383,1,0.21798344808080689,30,1,0.5466617036567052,35198.447391507754,5,1,0,2,1.0
384,1,0.0738236251968551,55,1,1.0065215027095145,42684.623639358426,5,1,0,0,0.0
385,0,0.5490826394708663,58,0,0.18078578352089225,35217.45553617938,4,0,0,0,4.0
386,0,0.14718511044370508,34,0,1.0409038625989768,54897.607125212395,2,0,0,0,3.0
387,0,0.13852639238797235,44,0,0.09757227197293825,,3,0,0,0,2.0
388,1,0.7370852126996956,41,1,0.3015154532035728,113357.66924968499,9,0,2,0,1.0
389,1,0.2425978753220163,56,1,0.44102620329222536,98908.53356100501,4,0,2,0,0.0
390,1,0.35807893364829085,35,0,0.7039805106147817,39064.86559429981,3,0,0,1,1.0
391,1,1.1891394199866478,37,2,0.3199603276690707,25000.0,5,0,0,1,1.0
392,0,0.22802780292620045,58,0,0.13179036614173045,87543.79592348065,4,0,1,0,1.0
393,1,0.10794237003638697,29,0,0.32664789627156887,65547.03014800744,4,0,2,0,1.0
394,0,0.1248452228522552,36,0,0.13477991579603624,109388.62359042095,5,0,0,0,1.0
395,1,0.3227454097718703,43,1,0.5703529348018928,125000.68476903318,10,0,1,0,1.0
396,0,0.40835600909744846,60,0,0.27232978411212766,91677.54811386956,6,0,1,0,0.0
397,0,0.38495365925511854,27,0,0.7172935447020339,129065.2277414319,9,0,2,0,0.0
398,0,0.2291348011439856,33,0,0.4587465501680086,96381.18216278664,3,0,0,0,1.0
399,0,0.22451518786888558,49,0,0.46745462774134183,113724.66515344783,2,0,0,0,3.0
400,0,0.1139648805113004,50,0,0.18178973715787256,57666.38528918256,7,0,0,0,4.0
401,0,0.0820890611051162,44,0,0.8061316499848032,76973.28729451392,9,0,1,0,
402,0,0.48261736605545674,40,1,0.39303226658845297,94677.04503913598,10,0,1,0,1.0
403,0,0.11473666988944616,43,1,0.4146369932577905,133424.44765866,3,0,0,0,1.0
404,0,0.47003352592719655,23,0,0.5694887621125202,68421.49819168798,9,0,1,0,1.0
405,0,0.2449553450709411,43,0,0.2616292314253641,113169.50190514605,2,0,0,0,1.0
406,0,0.47615296820140746,59,0,0.9428983370396506,73408.03405819999,7,0,0,0,1.0
407,1,0.033808597449743474,26,0,0.13354077515140023,79646.37542055888,3,0,1,0,3.0
408,0,0.3305637987293339,32,2,0.5914795787519048,134085.8403030273,6,0,1,0,1.0
409,0,0.6154929745875823,37,0,0.28730890704861145,28390.69688235922,4,0,1,1,0.0
410,1,0.3332144178963343,37,0,0.6114428805504022,41645.151054578164,3,0,0,0,0.0
411,0,0.6823968839726782,64,0,0.32600775681662886,37601.45522443004,3,0,1,0,1.0
412,1,1.8747250436361538,30,1,0.45835987553181456,25000.0,3,0,1,0,1.0
413,0,0.036394071042806064,28,0,0.4011746031743517,58510.09356530981,6,0,0,0,5.0
414,0,0.3667591897887915,51,0,0.2081871782005038,128307.96693917766,4,1,0,0,0.0
415,0,0.9273199821328811,34,0,1.0959383362195523,72643.10544195338,8,0,1,0,0.0
416,0,0.17403210878414568,51,0,0.19452161814252888,94729.86038688097,8,0,1,0,0.0
417,1,0.31526464297799367,39,0,0.6625941785746056,154673.17527757658,2,0,0,0,2.0
418,0,0.7795313111024585,47,1,0.3323490826124578,176350.25342977466,4,0,0,0,4.0
419,0,1.0431612987159893,23,0,0.07939952129591074,81795.22410816603,1,0,1,1,2.0
420,1,1.907080972047257,47,0,0.6638478201732066,178880.31667410186,7,0,0,0,2.0
421,0,0.4206496193051942,44,0,0.6461431614389175,89381.55876962695,5,0,0,0,2.0
422,0,0.08434063402198427,38,1,0.20428762614869225,53606.787788968904,7,0,2,0,4.0
423,1,0.6635483152161233,27,1,0.9164730292394743,61272.09550481841,7,0,0,2,2.0
424,0,0.12944756238878768,44,0,0.6702146026949724,37635.57095063743,8,0,0,0,2.0
425,1,0.19584761311181284,50,2,0.7774005355237187,52131.59012918613,5,0,0,2,5.0
426,1,0.527561847043491,35,1,0.52961389528759,69779.17009871593,3,0,0,0,1.0
427,1,0.31808571786560536,35,0,2.379165650357023,132186.85392664597,2,1,0,1,0.0
428,1,1.7572737053163716,51,0,1.2252708935567058,218911.62907156706,3,0,1,0,4.0
429,1,0.6475881371276355,62,1,0.8021329227193943,39727.549439149974,0,1,0,1,1.0
430,0,0.22274161118638097,53,0,0.2284123748524545,105456.6352952694,3,0,0,0,3.0
431,0,0.11525005734283043,44,1,0.6335001875772203,47939.77590379436,5,0,0,0,1.0
432,1,0.603700055687521,39,0,0.6563276060794284,110313.69938414142,3,0,0,0,4.0
433,1,1.2630914646902418,41,0,0.6424897245523,79055.25695901127,5,0,1,0,2.0
434,1,0.5715836488542652,26,0,0.31272495433847075,31039.06327308183,3,1,0,0,2.0
435,1,0.5203944608106776,40,0,0.42041794839145097,141571.9497118022,4,0,0,0,2.0
436,1,0.28054615300588687,55,0,0.8689436660812139,60915.906371181874,9,0,0,0,3.0
437,0,0.26530282756794143,42,2,1.2479777248794583,63345.22885692819,3,0,1,0,3.0
438,0,0.16880565277718806,34,0,0.7651541995480573,47175.792714316325,6,0,0,0,1.0
439,1,0.4707430378912894,33,0,0.3208735441538613,59286.93248118596,4,0,0,0,2.0
440,1,0.6891160938440314,41,0,0.35304450263120163,107510.06417305328,7,0,0,0,4.0
441,1,0.2607688302254905,27,0,0.5936806726324092,76566.5527719892,8,0,0,0,1.0
442,0,0.5420538047390858,31,1,0.17039630376080825,101799.8695084464,4,0,0,0,0.0
443,1,0.518707904863543,60,0,0.4367414221516931,103679.22324010113,8,0,1,0,0.0
444,0,0.5894410706752923,29,0,0.8906414005084324,175670.2453291345,6,0,1,0,2.0
445,1,0.03568904484397925,32,0,0.7718593081055138,70366.15101151029,5,0,0,0,0.0
446,0,0.0831591221042114,45,0,0.4666818554427636,37711.79543403337,4,0,2,0,2.0
447,0,0.1086560714259651,36,0,0.32988860983996277,152813.320676121,8,0,1,0,3.0
448,0,0.11293370033234788,43,0,0.7183736772058532,70804.75973704709,8,0,0,1,1.0
449,1,0.312533914895544,52,0,1.1812805819977688,156846.96198588805,5,0,0,0,0.0
450,0,0.9171943395541539,23,0,0.7382587929171129,104909.92588371583,6,0,0,0,4.0
451,0,0.10585141826807028,51,0,0.485666310251861,79053.04472871502,4,0,1,0,1.0
452,0,0.34175672449907957,35,0,0.22977748842579884,102932.29713552863,3,0,0,0,0.0
453,1,0.5773769492594415,38,0,0.41795660818729047,248464.9101900224,3,0,0,0,1.0
454,0,0.32611985016429496,65,0,0.499913055935628,266289.48646452173,2,0,0,0,2.0
455,1,0.1352063127563396,25,0,0.691810926849336,,9,0,0,0,1.0
456,0,0.5481464268554052,49,0,0.5962768174763864,92790.99025804525,2,0,0,1,1.0
457,1,0.19046843330574267,55,1,0.31864136595183074,153573.12034171395,4,0,1,0,0.0
458,1,0.041444791883915706,33,0,0.4885289380148147,53363.72206389594,5,0,0,1,1.0
459,0,0.7013827956703873,33,0,0.37821085348476613,102046.99331473773,3,0,0,0,2.0
460,0,0.3253581328250239,37,0,0.4035555716368009,,11,0,0,0,0.0
461,0,0.4070948705769601,33,0,0.3275791921233803,,3,0,1,0,5.0
462,0,0.613319356711548,42,0,0.615159683690849,53725.72181188834,3,1,0,0,0.0
463,1,0.6665908843365249,52,1,0.7508059791556514,35445.01419186,2,0,0,0,0.0
464,1,0.7519327218600096,37,0,0.5502780998188794,27169.73938075199,5,1,1,0,0.0
465,1,0.8031567706714103,53,0,0.4320432357413995,45955.955968771385,5,1,0,0,0.0
466,1,0.7882658647763344,58,0,1.5373962919656676,66021.0291196065,3,0,0,0,1.0
467,1,0.188710408904825,47,0,0.6317957437691712,72311.94633474895,9,0,2,0,1.0
468,0,1.0755621156547912,48,0,0.1422705835176265,,8,0,0,0,3.0
469,0,0.05483649568325028,34,0,1.083113138270268,156106.90710099885,4,0,2,0,1.0
470,1,0.32021894122689487,21,0,0.3281015356491644,50053.60879859829,6,0,0,0,0.0
471,1,0.6723879204624509,49,1,0.42734246857983194,102871.8840528027,1,0,0,0,0.0
472,0,0.030468187346877455,51,0,0.5971243891858309,67921.43645677024,3,1,0,0,0.0
473,1,0.7791577537366984,44,0,1.2749874753190111,72663.89346708967,7,0,0,0,0.0
474,0,0.2780224937093629,52,1,0.21877899243744112,94082.66664563981,2,0,0,0,1.0
475,0,0.10533385713134272,35,0,0.23363614859216336,119436.97607109814,3,0,0,0,0.0
476,0,0.013855635884414132,48,0,0.45061666585820315,70502.8091329366,7,0,2,0,0.0
477,1,0.7217135089569485,59,1,0.6429144013270992,152530.26936973058,6,0,0,0,4.0
478,1,0.12099175515826735,49,0,0.5803517133089936,45339.503600454955,5,0,0,0,0.0
479,1,0.4572458136729434,58,0,0.22123215107175143,85262.19922310201,2,0,0,0,2.0
480,0,0.2615013371659166,58,1,0.2512156863294472,354591.09149804147,3,0,2,0,0.0
481,1,0.49594624446402663,27,0,0.3948062019906786,96056.69398149324,4,0,1,2,1.0
482,0,0.4243824040308783,50,0,0.21882799773969192,186888.5966798516,5,0,1,0,0.0
483,0,0.21938235553250973,34,1,0.4712891151974663,,8,0,1,0,0.0
484,0,0.837485673654077,28,0,0.8699800258757259,116941.302800917,2,0,0,0,1.0
485,0,0.3503495871045593,38,0,1.2093792711471762,82352.92409274582,6,0,0,0,2.0
486,0,0.05499857508295628,63,0,0.3785699015112491,77363.92226941622,11,0,2,0,4.0
487,0,0.6371422425520918,35,0,2.628048728814126,55341.849961902575,4,0,0,0,1.0
488,1,0.10691673001415611,21,98,0.5411938924790712,107652.7176191682,8,98,3,98,2.0
489,0,0.08844991357893554,24,0,0.3578013595241213,53191.53499041617,9,0,0,0,1.0
490,1,0.3877488224752891,47,0,0.22251654124141584,122525.1850367377,5,0,1,0,4.0
491,0,0.2840779382894828,32,1,0.192275588878414,154339.16848525035,7,0,1,0,1.0
492,1,0.6885686302730273,21,2,0.40892292680777653,103942.40992028889,3,0,0,0,0.0
493,1,0.6420904376396407,25,2,0.4943427147419538,72588.60238486616,3,0,0,0,2.0
494,1,0.7257330975024517,44,0,0.15104808736144507,109063.01011277849,3,0,0,0,3.0
495,0,0.6963755233011483,51,0,0.601566181669353,71698.83795760496,7,0,0,0,3.0
496,1,0.5557366094908095,36,1,0.32043128811497984,142137.60533428186,1,0,0,0,3.0
497,1,0.37970983002546993,49,1,0.4753630433645183,31030.524294733408,4,1,1,1,0.0
498,0,0.382465774794993,52,1,0.788389258493027,70644.52903500931,4,0,0,0,1.0
499,0,1.121205753361556,32,0,1.0398162361737087,28425.826726514824,6,0,0,1,1.0
500,0,0.5438917170011907,40,1,0.31586081096628293,37336.1215567076,8,0,1,0,5.0
501,0,0.09495211981144068,34,1,0.2666403456492405,179894.20847520404,4,0,0,0,0.0
502,0,0.3456067789012683,48,0,0.4177961945732414,139017.03243150542,4,0,1,1,1.0
503,0,0.14804340313981615,34,0,0.4199967840935762,57198.666930951316,6,0,0,0,2.0
504,1,0.20376802849799236,27,0,0.1733851877179459,37183.60060753382,3,0,1,0,0.0
505,0,0.32250966757655003,42,0,0.21407101157484545,25000.0,4,0,0,0,3.0
506,0,0.11689929493869451,55,0,0.3198534506379334,63011.81141867375,3,0,0,0,2.0
507,0,0.31194531749219917,48,0,0.28721249280030575,321652.8883968147,3,0,0,0,0.0
508,0,0.4889833666474073,54,1,0.38673064274629976,107924.40953113257,6,1,1,0,2.0
509,1,0.48754773547156943,53,1,0.9297497496665975,62457.10266246016,7,0,0,0,2.0
510,1,0.46882281715685936,42,0,0.19537108654768673,109731.75934156455,7,0,1,0,0.0
511,0,0.1911762184964805,34,0,0.10230100202059415,36007.153493567756,4,0,3,0,4.0
512,0,0.8034060799413166,31,0,0.509839710612299,,7,0,0,0,1.0
513,0,0.2171983287890871,22,0,0.6873088033633233,89743.65524105752,5,0,2,0,1.0
514,1,0.1509375749971827,56,1,0.45922976045399355,81035.66468471268,4,1,0,0,2.0
515,1,0.1424948716050826,38,1,0.09433530053502857,131261.04994005352,6,0,0,0,0.0
516,0,0.009954056674894353,21,1,0.6464665454697432,102698.71405135452,9,0,2,0,2.0
517,0,0.5835094175301588,56,0,0.3942356880669348,122710.02245455819,5,0,0,0,1.0
518,0,0.08036504450825192,43,0,0.859725203030031,58185.720115451295,6,0,0,0,3.0
519,0,0.18060966952238952,53,0,0.5020641124317673,139218.29872851056,8,0,0,0,3.0
520,0,0.4843727454191713,38,1,1.0157848512161993,208129.40844145374,5,0,0,0,2.0
521,1,0.13590089095878316,32,1,0.5647818637031093,49832.25600048534,7,0,0,0,0.0
522,0,0.029227368121683382,47,0,0.1862707249539082,52144.15582108682,3,0,0,0,1.0
523,1,0.03608964526047201,48,1,0.2538723556794906,177137.47145305446,2,1,0,0,4.0
524,0,0.18492814056238074,38,0,0.5145322159560535,76478.18435518145,8,0,1,0,1.0
525,0,0.18671090077140196,57,1,1.0459238612479358,183891.60608419852,3,0,0,0,1.0
526,1,0.6750186225849248,53,0,0.28862413935874603,66609.69113361466,2,0,3,0,0.0
527,1,0.7620216420844264,48,0,0.31547253238372897,189146.11052730147,4,1,1,0,0.0
528,0,0.5348207809991035,28,0,0.702700821061414,91337.54412913241,4,0,0,0,0.0
529,1,0.9045425598634874,26,0,0.9401277783421197,,5,1,0,0,0.0
530,0,0.1479787139529424,56,0,0.21590594888294384,200906.50145328467,5,0,0,0,1.0
531,0,0.28029811436545626,21,0,2.7690500167813634,69635.25374472799,4,0,0,0,1.0
532,0,0.2297849579710553,40,0,0.1411301313947396,50634.21675728869,5,0,0,1,1.0
533,0,0.2957420622749788,43,1,0.14122729418638208,66389.20092621788,5,0,0,1,1.0
534,0,0.23475740822902963,36,0,0.30694009057963556,108965.18133140229,4,0,0,0,3.0
535,1,0.03380930315142682,41,0,0.672271809685591,35912.20577056587,2,0,1,0,3.0
536,0,0.2844168368718179,47,1,0.9005732014289376,120645.16509698493,6,0,1,0,1.0
537,1,0.9985293772942339,34,0,0.2306142648845985,,3,0,0,0,1.0
538,1,0.5954125853121827,52,0,0.22954273382760235,159739.0720621855,1,0,2,0,3.0
539,0,0.02619831084014249,48,0,0.36200888136182047,25000.0,5,0,1,0,0.0
540,1,0.14126567303281648,39,0,0.6435443490529875,55126.66540342035,4,0,0,0,1.0
541,0,0.5553505852527061,32,0,0.4650490491881061,33605.41577765133,3,1,0,0,2.0
542,1,1.5788689358019192,40,0,0.30472180921450237,53937.09793379225,8,0,1,1,1.0
543,0,0.2756190089936718,67,0,0.5330040289122,97364.43172832776,4,0,1,0,1.0
544,0,0.09997725157081279,32,0,1.0218288914105393,76989.57915306446,6,0,0,0,0.0
545,0,0.7880174837626474,60,1,0.23722228555441946,73912.87672924041,6,0,1,0,1.0
546,0,0.3125588487585019,21,0,0.37641595545627266,77842.92714113876,9,0,1,0,4.0
547,1,0.46972401224652616,31,0,0.9399669198415067,95021.98190982624,6,0,0,0,4.0
548,0,0.6110754242123884,35,0,0.5503248938008405,48791.19654655552,4,0,1,0,2.0
549,0,0.3936758460000021,53,1,0.5304237811754262,125337.74123259267,6,0,2,0,
550,0,0.5942457703680205,42,0,0.5615282896831251,122328.61690459885,3,0,1,1,2.0
551,0,1.0954432920316992,57,0,0.7740991445861499,,5,0,1,0,0.0
552,1,0.43923757189494445,38,2,0.43216308128885017,115392.35620990783,5,0,2,0,2.0
553,1,0.16761640201495828,41,0,0.26940745464666743,100010.44409281074,1,0,1,1,5.0
554,0,0.12823417851360078,38,0,0.34341820367427683,260221.98039743459,3,0,2,0,
555,0,0.8526133588816049,66,0,0.331898421303621,80991.39601058926,6,0,1,0,3.0
556,0,0.45875957854835653,28,0,0.4084559158885325,71761.55959018132,6,0,0,0,2.0
557,1,0.02269952712186029,35,1,0.8127879715533436,,7,2,2,1,0.0
558,0,0.27072182803693723,30,0,0.5378801027015846,48158.6251093931,9,0,0,1,0.0
559,1,0.7679280252731888,48,0,0.40777490419595697,42853.41068693199,6,0,2,0,2.0
560,0,0.1944111506652335,28,0,0.3008705231604497,,6,0,1,0,1.0
561,0,0.06880171329141883,63,0,0.37484082763533433,,7,0,0,0,1.0
562,1,0.3167594540104289,42,1,1.1962697608679125,102115.75693253889,4,0,1,1,1.0
563,0,0.11719412711712844,46,0,0.4040439588021822,87389.30032194052,5,0,1,0,0.0
564,0,0.38656913660352143,47,0,0.1394286208581964,55768.00503291855,3,0,1,0,1.0
565,0,0.19966928267701042,41,0,0.353828661895918,139399.82336670902,5,0,0,0,1.0
566,1,0.4680927930017914,43,1,0.481036120465086,127602.72044475535,6,0,0,1,1.0
567,0,0.31990178993123486,43,0,0.1676668739149874,77823.08829967886,9,0,0,0,4.0
568,0,0.3874835621765568,48,1,0.8462242244796042,,5,0,0,0,4.0
569,0,0.7873597785725558,32,0,0.42254599450738,114879.07776708966,14,1,0,0,0.0
570,1,0.7887278705455806,30,0,0.6993565424847309,94219.78525998724,5,0,1,1,0.0
571,1,0.6447384985961369,51,1,0.25997988583520165,38312.44309230821,3,0,0,0,0.0
572,0,0.0940070518910942,41,2,0.42418979449950595,81847.3216179243,6,0,0,0,2.0
